,id,station_name,station_line,area,rent_price,lease_price,pos_x,pos_y,지하철역명,rent,lease
203,ac968a8b-c007-451c-b338-53eed57a4f88,영등포시장,5호선,,4,7,37.522669,126.905139,영등포시장,4.157,7.212
204,adbf45e4-fec4-49e3-98b9-cb75173546de,월드컵경기장,6호선,,3,4,37.569532,126.899298,월드컵경기장,2.576,3.798
205,aff56f45-6b9e-47a1-9bfe-feebab6edd60,강변,2호선,,4,9,37.535095,127.094681,강변,3.741,8.615
206,b0092bd3-6b34-4060-9d1b-adbf79f5fb9d,대청,3호선,,4,6,37.493514,127.079532,대청,3.751,5.918
207,b1a33199-eaea-47f2-9ba6-a0b3641b7af0,회현,4호선,,5,4,37.558514,126.978246,회현,4.431,3.89
208,b216228e-edb8-4c45-8a05-ac793fffb8e3,광운대,1호선,,3,5,37.623632,127.061835,,,
209,b27502ab-384f-4073-b67f-e75f36ab7481,가락시장,3호선,,3,6,37.492522,127.118234,가락시장,3.416,6.108
210,b44fb1eb-d1e5-4453-87f7-001565fc8cea,수유,4호선,,4,9,37.638052,127.025732,수유,4.264,8.695
211,b5070a16-c29c-4c52-a42d-799392ea6484,혜화,4호선,,3,4,37.582336,127.001844,혜화,2.805,3.755
212,b611156c-146d-4ee3-ad27-48e9db74c88a,성신여대입구,4호선,,6,6,37.592624,127.016403,성신여대입구,5.945,5.43
213,b76b1034-3772-4b18-b073-ceb43fe3c8ea,동작,4호선,,6,0,37.502971,126.979306,동작,0.0,1.24
214,b7d584d2-4b69-4c6a-b074-25223c3c7aa1,신길,5호선,,5,9,37.517122,126.917169,신길,4.519,8.811
