,id,station_name,station_line,area,rent_price,lease_price,pos_x,pos_y,지하철역명,rent,lease
215,b9663e39-6187-4a17-b232-ffbaa9e09c55,서대문,5호선,,3,4,37.565773,126.966641,서대문,3.4,4.622
216,ba2074f8-0106-4553-b5ca-a753ae793dee,잠실새내,2호선,,6,7,37.511687,127.086162,,,
217,ba797f1d-a66f-4a96-9ed5-d52124b07848,영등포구청,5호선,,5,6,37.52497,126.895951,영등포구청,4.615,6.505
218,bb5fd558-a79e-44b7-a78e-5a3b72e5158e,당산,2호선,,4,8,37.53438,126.902281,당산,4.469,7.668
219,bbd0e13c-13e5-4b97-b3bc-d9298198b127,구산,6호선,,3,5,37.611377,126.91727,구산,2.721,4.687
220,bc35602e-c7ba-4aa3-92d6-1c621b39f655,어린이대공원,7호선,,6,9,37.548014,127.074658,어린이대공원,5.509,8.941
221,bca8d1a3-6445-4e76-9564-98931e81b227,잠실,2호선,,0,10,37.51395,127.102234,잠실,4.601,10.212
222,bec4ed8d-b3a1-4e4c-be13-cf57e6c68d5b,효창공원앞,6호선,,4,7,37.539261,126.961351,효창공원앞,3.573,7.015
223,bf18c473-ed7b-44d4-8ae0-0eb53f50c860,동묘앞,1호선,,3,8,37.572627,127.016429,동묘앞,3.289,7.91
224,bf6bdda9-bd1c-4463-99d3-ba900ee52189,천호,5호선,,4,7,37.538397,127.123572,천호,3.64,7.376
225,bf8317cc-a08f-4697-a5ca-d10a28930761,올림픽공원,5호선,,4,6,37.516078,127.130848,,,
226,c2081096-3df3-4f9a-80b3-1aceadf589ee,화곡,5호선,,3,5,37.541513,126.840461,화곡,3.406,4.667
227,c2b5afb5-37a0-499c-ba58-d0f1516522cd,디지털미디어시티,6호선,,3,5,37.576646,126.900984,디지털미디어시티,2.798,4.912
228,c2c4e0fd-cdcd-41ae-9d37-88184ad9af0c,하계,7호선,,2,4,37.636352,127.06799,하계,2.18,3.91
229,c2ea5194-f6b6-4d10-a06d-27ff859fff36,회기,1호선,,4,7,37.58946,127.057583,회기,4.217,6.799
230,c32d242b-3e3a-4c07-bf17-bcbc6437061a,종로3가,5호선,,5,4,37.571607,126.991806,종로3가,4.66,3.865
231,c3ab671d-48cc-4f14-bb37-d45e3fa412c5,신풍,7호선,,2,4,37.50008,126.90993,신풍,2.135,3.601
232,c5033754-dddc-45e7-86c3-2fca41c09fe4,상월곡,6호선,,3,4,37.606377,127.048491,상월곡,2.759,4.291
233,c5d90239-6f65-4249-a3ed-6da9cbee3d81,외대앞,1호선,,4,9,37.596073,127.063549,외대앞,3.788,8.588
234,c61da327-ca63-40ee-a063-053af7f508f6,구로,1호선,,3,4,37.503039,126.881966,구로,3.268,4.446
235,c67da0d5-a40e-4a71-8da2-60a00b008c7e,천왕,7호선,,2,2,37.486637,126.838713,천왕,1.654,2.283
236,c85689ce-6e0a-486b-bb50-c6c8f266e108,장한평,5호선,,3,7,37.56144,127.064623,장한평,3.355,6.694
237,c9068d0e-a79a-4860-a417-3e7edb393085,온수,7호선,,2,3,37.492258,126.823388,온수,1.846,2.869
238,ca7cd320-0db0-40f9-acb5-f47b578579ea,사당,4호선,,4,7,37.47653,126.981685,사당,4.047,6.763
239,cbe245ba-6ac4-4814-a937-0823f9f989dc,뚝섬,2호선,,4,6,37.547184,127.047367,뚝섬,3.387,5.755
240,ce11ea79-3152-4ff4-bdc9-b07d42bb733a,충무로,3호선,,4,7,37.561243,126.99428,충무로,3.911,7.082
241,ce5a94de-d9c6-4f42-9b8e-78f646cc53ae,천호,8호선,,4,7,37.538397,127.123572,천호,3.64,7.376
242,ceefefaf-99a5-4116-b5ef-a84411e277fa,건대입구,2호선,,4,7,37.540693,127.07023,건대입구,3.694,7.085
243,cffaebb7-22fa-4fbb-844e-72aec8bd5305,도곡,3호선,,0,8,37.490858,127.055381,,,
244,d1a62679-7c0d-448b-ae39-5e3af48b1a59,안국,3호선,,2,2,37.576477,126.985443,안국,2.622,2.54
245,d3c63b76-26d1-4529-ae2d-bfbae249f0b3,김포공항,5호선,,4,7,37.562434,126.801058,,,
246,d4ed08b8-7210-4cfc-97ab-bfef3620a7e1,군자,7호선,,4,8,37.557121,127.079542,군자,4.368,7.815
247,d5986155-ba57-4ff9-9481-e3fb4e240b35,불광,6호선,,3,5,37.610469,126.929887,불광,3.183,4.91
248,d7041ac9-efbc-4391-bb75-d37c33436b31,경복궁,3호선,,4,6,37.575762,126.97353,경복궁,3.881,5.956
249,d7af7bec-c62d-49a1-a558-aca4f8d2cda7,철산,7호선,,3,3,37.47605,126.867911,철산,2.293,2.638
250,d8d7651c-3ef3-4cca-91ec-0b20a6a6edce,매봉,3호선,,4,8,37.486947,127.046769,매봉,4.183,7.655
251,dc86926b-80f9-4c84-9bbb-845853b6ecc3,을지로4가,5호선,,4,6,37.566941,126.998079,을지로4가,3.424,6.113
252,dd6e1de0-a2e6-43dd-9e4a-7bf8faa9583c,고속터미널,7호선,,3,4,37.50481,127.004943,고속터미널,3.129,3.643
253,dfbfe792-5052-4584-8cee-e33e841f2e01,창동,1호선,,3,4,37.653166,127.047731,창동,2.188,3.998
254,e0064ae8-6c83-4583-87f2-dfb9ec776673,답십리,5호선,,4,8,37.566747,127.052704,답십리,3.907,7.596
255,e1bbd21e-5be3-4627-b8fd-c0a9ad368967,합정,6호선,,4,5,37.549463,126.913739,합정,3.844,4.666
256,e3c5825d-abc2-4941-a927-49456ea56a7c,중곡,7호선,,4,5,37.565923,127.08432,중곡,3.624,5.353
257,e5b9f8c8-f019-4700-89a4-429bd14d4cc8,약수,6호선,,4,6,37.55434,127.010655,약수,3.793,5.863
258,e5db44f0-4671-4592-930a-4d15aa6975e4,대흥,6호선,,3,7,37.547771,126.942069,대흥,2.87,6.807
259,e685f21f-6e8d-4dfa-bb28-9037c93c779e,강동구청,8호선,,4,5,37.530341,127.120508,강동구청,4.128,5.249
260,e71c1af2-230a-4593-8b4b-bcdcc68256c2,도봉산,1호선,,0,2,37.689313,127.046222,도봉산,1.579,2.35
261,e8837703-9758-46ec-8f10-620ac914c501,오금,3호선,,4,6,37.502162,127.128111,오금,3.653,5.711
262,e97e78c3-803b-4e84-a939-fa7770bf77f6,양평,5호선,,3,6,37.525611,126.886222,양평,3.448,6.1
263,ea3b152a-0f6f-4f70-99cb-5b9997d63054,도봉산,7호선,,0,2,37.689313,127.046222,도봉산,1.579,2.35
264,ef528b24-c1be-4a12-a0dc-0894a54d5567,신설동,1호선,,4,8,37.575297,127.025087,신설동,3.921,8.07
265,f2d2597b-1ca5-46fa-a25a-6c65184e8c88,길음,4호선,,2,3,37.603407,127.025053,길음,1.921,2.654
266,f41e98b4-27bc-49bc-9566-d2eed6e64e5b,종로3가,3호선,,5,4,37.571607,126.991806,종로3가,4.66,3.865
267,f6ef4578-b0e1-4014-9876-1d1c6b2542ff,고려대,6호선,,3,5,37.590508,127.036296,고려대,3.052,4.571
268,f820d76b-28f9-43ee-9879-ff9b712d441d,영등포구청,2호선,,5,6,37.52497,126.895951,영등포구청,4.615,6.505
269,f88b7445-ac57-4cd2-9386-cb78fcb4db7f,신림,2호선,,4,8,37.484201,126.929715,신림,4.505,8.374
270,fa6988db-9232-4eef-9f87-10a63e276770,종각,1호선,,3,8,37.570161,126.982923,종각,3.088,0.0
271,fb816526-df9e-4e20-80be-beb62379d2a2,광명사거리,7호선,,2,3,37.479252,126.854876,광명사거리,1.757,3.341
272,fbbfeb00-3e13-4383-85bb-653a7e998c10,행당,5호선,,2,3,37.557322,127.029476,행당,2.26,3.018
273,fc93ba62-2083-444d-a080-e0531ef1df90,창신,6호선,,2,3,37.579661,127.015241,창신,2.433,3.123
274,feafd758-6292-4bb6-9ca6-3b81af0474a4,남태령,4호선,,3,5,37.463873,126.989134,,,
