station_line_dep,station_name_dep,station_line_arv,station_name_arv,travel_time,feel_time_weekday_m,feel_time_weekday_n,feel_time_weekday_d,feel_time_weekend_m,feel_time_weekend_d,feel_time_weekend_n
3호선,교대,2호선,교대,63,63,63,63,63,63,63
2호선,사당,4호선,사당,62,62,62,62,62,62,62
4호선,사당,2호선,사당,62,62,62,62,62,62,62
2호선,대림,7호선,대림,230,230,230,230,230,230,230
7호선,대림,2호선,대림,230,230,230,230,230,230,230
2호선,영등포구청,5호선,영등포구청,92,92,92,92,92,92,92
5호선,영등포구청,2호선,영등포구청,92,92,92,92,92,92,92
2호선,합정,6호선,합정,68,68,68,68,68,68,68
6호선,합정,2호선,합정,68,68,68,68,68,68,68
2호선,충정로,5호선,충정로,177,177,177,177,177,177,177
5호선,충정로,2호선,충정로,177,177,177,177,177,177,177
3호선,연신내,6호선,연신내,151,151,151,151,151,151,151
6호선,연신내,3호선,연신내,151,151,151,151,151,151,151
3호선,불광,6호선,불광,83,83,83,83,83,83,83
6호선,불광,3호선,불광,83,83,83,83,83,83,83
3호선,종로3가,5호선,종로3가,98,98,98,98,98,98,98
5호선,종로3가,3호선,종로3가,98,98,98,98,98,98,98
3호선,충무로,4호선,충무로,14,14,14,14,14,14,14
4호선,충무로,3호선,충무로,14,14,14,14,14,14,14
3호선,약수,6호선,약수,108,108,108,108,108,108,108
6호선,약수,3호선,약수,108,108,108,108,108,108,108
3호선,고속터미널,7호선,고속터미널,141,141,141,141,141,141,141
7호선,고속터미널,3호선,고속터미널,141,141,141,141,141,141,141
3호선,가락시장,8호선,가락시장,29,29,29,29,29,29,29
8호선,가락시장,3호선,가락시장,29,29,29,29,29,29,29
3호선,오금,5호선,오금,54,54,54,54,54,54,54
5호선,오금,3호선,오금,54,54,54,54,54,54,54
4호선,노원,7호선,노원,232,232,232,232,232,232,232
7호선,노원,4호선,노원,232,232,232,232,232,232,232
4호선,동대문역사문화공원,5호선,동대문역사문화공원,89,89,89,89,89,89,89
5호선,동대문역사문화공원,4호선,동대문역사문화공원,89,89,89,89,89,89,89
4호선,삼각지,6호선,삼각지,129,129,129,129,129,129,129
6호선,삼각지,4호선,삼각지,129,129,129,129,129,129,129
4호선,이수,7호선,이수,143,143,143,143,143,143,143
7호선,이수,4호선,이수,143,143,143,143,143,143,143
5호선,천호,8호선,천호,29,29,29,29,29,29,29
8호선,천호,5호선,천호,29,29,29,29,29,29,29
5호선,군자,7호선,군자,63,63,63,63,63,63,63
7호선,군자,5호선,군자,63,63,63,63,63,63,63
5호선,청구,6호선,청구,87,87,87,87,87,87,87
6호선,청구,5호선,청구,87,87,87,87,87,87,87
5호선,공덕,6호선,공덕,61,61,61,61,61,61,61
6호선,공덕,5호선,공덕,61,61,61,61,61,61,61
6호선,태릉입구,7호선,태릉입구,38,38,38,38,38,38,38
7호선,태릉입구,6호선,태릉입구,38,38,38,38,38,38,38
